keyword,period,searchVolume
HotPlace,Apr-23,10300
HotPlace,May-23,9910
HotPlace,Jun-23,9990
HotPlace,Jul-23,10100
HotPlace,Aug-23,9920
HotPlace,Sep-23,9100
HotPlace,Oct-23,8610
HotPlace,Nov-23,7680
HotPlace,Dec-23,8930
HotPlace,Jan-24,9690
HotPlace,Feb-24,8440
HotPlace,Mar-24,9120
