"keyword","period","searchVolume"
"포항","2023-04","117200"
"포항","2023-05","137100"
"포항","2023-06","126200"
"포항","2023-07","159300"
"포항","2023-08","154500"
"포항","2023-09","114700"
"포항","2023-10","102300"
"포항","2023-11","103100"
"포항","2023-12","110700"
"포항","2024-01","109300"
"포항","2024-02","104400"
"포항","2024-03","100700"
