"keyword","period","searchVolume"
"경주","2023-04","186600"
"경주","2023-05","197200"
"경주","2023-06","179800"
"경주","2023-07","202100"
"경주","2023-08","195300"
"경주","2023-09","170400"
"경주","2023-10","173700"
"경주","2023-11","233500"
"경주","2023-12","130500"
"경주","2024-01","133400"
"경주","2024-02","141300"
"경주","2024-03","158600"
